Word	Burstiness	Frequency	Interevent Intervals	Event Onsets	POS Tag	Transcript
we're	0.20417945489435457	62	[449579, 133001, 149557, 219562, 255150, 56495, 269365, 259875, 194513, 3557, 397947, 654933, 289630, 14460, 4740, 7070, 75485, 1128427, 287136, 19817, 594655, 244631, 59671, 7814, 19175, 253131, 5705, 41719, 8915, 30058, 135086, 0, 432648, 69124, 1633, 139766, 40456, 350628, 361849, 1007340, 69720, 466421, 1187080, 418905, 23054, 3149, 63851, 2553116, 1131092, 817572, 2173961, 758221, 12909, 806475, 337876, 275404, 293624, 190972, 109776, 389028, 1902232]	[2902936, 3352515, 3485516, 3635073, 3854635, 4109785, 4166280, 4435645, 4695520, 4890033, 4893590, 5291537, 5946470, 6236100, 6250560, 6255300, 6262370, 6337855, 7466282, 7753418, 7773235, 8367890, 8612521, 8672192, 8680006, 8699181, 8952312, 8958017, 8999736, 9008651, 9038709, 9173795, 9173795, 9606443, 9675567, 9677200, 9816966, 9857422, 10208050, 10569899, 11577239, 11646959, 12113380, 13300460, 13719365, 13742419, 13745568, 13809419, 16362535, 17493627, 18311199, 20485160, 21243381, 21256290, 22062765, 22400641, 22676045, 22969669, 23160641, 23270417, 23659445, 25561677]	PRON	B2
suppose	-0.032431896053437784	4	[5199101, 608276, 10608334]	[3299228, 8498329, 9106605, 19714939]	VERB	B2
It's	0.5779066674527892	4	[3325, 120108, 3405]	[13312432, 13315757, 13435865, 13439270]	PRON	B2
thinking	0.11823190387915972	10	[274635, 4334513, 2531012, 40690, 44350, 774225, 2159343, 3426831, 8607266]	[3356070, 3630705, 7965218, 10496230, 10536920, 10581270, 11355495, 13514838, 16941669, 25548935]	VERB	B2
anybody	-0.9509580348305715	3	[2476962, 2310928]	[2938660, 5415622, 7726550]	PRON	B2
paper	0.4386827214145238	7	[4946330, 1030936, 12427818, 10954, 133887, 290963]	[2822505, 7768835, 8799771, 21227589, 21238543, 21372430, 21663393]	NOUN	B2
let's	0.5674458193045284	56	[594588, 98215, 1459347, 102110, 639816, 384874, 42133, 295347, 1650, 54365, 366542, 2373, 93181, 31274, 3719, 156124, 213812, 870240, 260120, 461146, 1566047, 0, 620543, 4360, 101518, 71160, 3418, 1762, 1455, 1828557, 1062122, 8752034, 932177, 31728, 8777, 31252, 4771, 3153, 8339, 909040, 246036, 8649, 0, 30695, 131700, 9051, 0, 38949, 32538, 246433, 22045, 109484, 1757117, 56743, 652920]	[496520, 1091108, 1189323, 2648670, 2750780, 3390596, 3775470, 3817603, 4112950, 4114600, 4168965, 4535507, 4537880, 4631061, 4662335, 4666054, 4822178, 5035990, 5906230, 6166350, 6627496, 8193543, 8193543, 8814086, 8818446, 8919964, 8991124, 8994542, 8996304, 8997759, 10826316, 11888438, 20640472, 21572649, 21604377, 21613154, 21644406, 21649177, 21652330, 21660669, 22569709, 22815745, 22824394, 22824394, 22855089, 22986789, 22995840, 22995840, 23034789, 23067327, 23313760, 23335805, 23445289, 25202406, 25259149, 25912069]	VERB	B2
job	-0.2573671128601696	9	[1281188, 3101787, 673602, 896288, 5483648, 3229942, 3949954, 1977410]	[2483430, 3764618, 6866405, 7540007, 8436295, 13919943, 17149885, 21099839, 23077249]	NOUN	B2
daddy	0.2945272340584088	16	[751761, 1758290, 5644075, 93654, 3541, 127164, 2715, 2816060, 417876, 8508207, 65566, 38390, 1430018, 3997142, 3256]	[570, 752331, 2510621, 8154696, 8248350, 8251891, 8379055, 8381770, 11197830, 11615706, 20123913, 20189479, 20227869, 21657887, 25655029, 25658285]	NOUN	B2
pretty	0.03679187947236137	26	[162680, 797150, 40993, 96238, 402970, 5657, 465152, 11313, 72433, 2271350, 139614, 1561708, 3348814, 885982, 75721, 989675, 897873, 1760050, 289792, 2503224, 115510, 2390939, 2056592, 1555905, 441040]	[1768790, 1931470, 2728620, 2769613, 2865851, 3268821, 3274478, 3739630, 3750943, 3823376, 6094726, 6234340, 7796048, 11144862, 12030844, 12106565, 13096240, 13994113, 15754163, 16043955, 18547179, 18662689, 21053628, 23110220, 24666125, 25107165]	ADV	B2
TV	-0.4095153072282608	4	[1671805, 549692, 1976404]	[21325148, 22996953, 23546645, 25523049]	NOUN	B2
silly	0.02926594357699737	3	[3305599, 20982500]	[1486214, 4791813, 25774313]	ADJ	B2
cut	0.40029593781427447	12	[24750, 140347, 4386238, 2648317, 10626875, 984, 2894, 281255, 4200763, 10308, 23120]	[3274478, 3299228, 3439575, 7825813, 10474130, 21101005, 21101989, 21104883, 21386138, 25586901, 25597209, 25620329]	VERB	B2
last	0.08600448480583543	19	[1646032, 2784913, 521517, 0, 4920, 2537508, 1070720, 922192, 265440, 32784, 1279481, 163975, 617825, 2788534, 1223240, 2478820, 5781917, 0]	[1082588, 2728620, 5513533, 6035050, 6035050, 6039970, 8577478, 9648198, 10570390, 10835830, 10868614, 12148095, 12312070, 12929895, 15718429, 16941669, 19420489, 25202406, 25202406]	ADJ	B2
be	0.3271093414028628	136	[68550, 147980, 194083, 29200, 1368370, 98250, 182717, 89040, 41900, 327420, 0, 91415, 191290, 192416, 121515, 85554, 59006, 57917, 117227, 158403, 22761, 80146, 44101, 270094, 226510, 114681, 946976, 132685, 75067, 31009, 426237, 41151, 70939, 43390, 50630, 180815, 71941, 20960, 919784, 30557, 130398, 139376, 272015, 37996, 100266, 17013, 70084, 38355, 36685, 145354, 45413, 36011, 57839, 77360, 2339, 101155, 234639, 394765, 300050, 359240, 0, 9000, 4130, 26350, 3270, 9690, 0, 7410, 4080, 218113, 257993, 22939, 19215, 45542, 60520, 117749, 267299, 303089, 9055, 819486, 0, 0, 0, 444115, 456975, 99272, 3325, 87554, 32554, 3405, 280095, 64446, 238099, 126879, 2785830, 138310, 0, 0, 0, 0, 767680, 8432, 462158, 0, 405190, 0, 0, 0, 0, 0, 1601097, 12837, 50336, 12780, 8095, 389238, 254511, 948830, 550616, 297108, 98092, 170291, 233893, 320549, 994351, 187588, 92016, 0, 472600, 118020, 12648, 19792, 29392, 45784, 137460]	[88100, 156650, 304630, 498713, 527913, 1896283, 1994533, 2177250, 2266290, 2308190, 2635610, 2635610, 2727025, 2918315, 3110731, 3232246, 3317800, 3376806, 3434723, 3551950, 3710353, 3733114, 3813260, 3857361, 4127455, 4353965, 4468646, 5415622, 5548307, 5623374, 5654383, 6080620, 6121771, 6192710, 6236100, 6286730, 6467545, 6539486, 6560446, 7480230, 7510787, 7641185, 7780561, 8052576, 8090572, 8190838, 8207851, 8277935, 8316290, 8352975, 8498329, 8543742, 8579753, 8637592, 8714952, 8717291, 8818446, 9053085, 9447850, 9747900, 10107140, 10107140, 10116140, 10120270, 10146620, 10149890, 10159580, 10159580, 10166990, 10171070, 10389183, 10647176, 10670115, 10689330, 10734872, 10795392, 10913141, 11180440, 11483529, 11492584, 12312070, 12312070, 12312070, 12312070, 12756185, 13213160, 13312432, 13315757, 13403311, 13435865, 13439270, 13719365, 13783811, 14021910, 14148789, 16934619, 17072929, 17072929, 17072929, 17072929, 17072929, 17840609, 17849041, 18311199, 18311199, 18716389, 18716389, 18716389, 18716389, 18716389, 18716389, 20317486, 20330323, 20380659, 20393439, 20401534, 20790772, 21045283, 21994113, 22544729, 22841837, 22939929, 23110220, 23344113, 23664662, 24659013, 24846601, 24938617, 24938617, 25411217, 25529237, 25541885, 25561677, 25591069, 25636853, 25774313]	AUX	B2
gently	0.8906186968687608	27	[4036403, 22113, 3453, 11702, 9540, 7451, 89866, 11812, 0, 38226, 18172, 12789, 13069, 15658, 17330, 30974, 48546, 8730, 19935, 27279, 16369, 56251, 18020, 345870, 8994, 26543]	[4430202, 8466605, 8488718, 8492171, 8503873, 8513413, 8520864, 8610730, 8622542, 8622542, 8660768, 8678940, 8691729, 8704798, 8720456, 8737786, 8768760, 8817306, 8826036, 8845971, 8873250, 8889619, 8945870, 8963890, 9309760, 9318754, 9345297]	ADV	B2
tonight	0.3720324414593232	8	[8107549, 0, 0, 5348246, 1867884, 18872, 2734]	[10203650, 18311199, 18311199, 18311199, 23659445, 25527329, 25546201, 25548935]	NOUN	B2
legends	-0.5617330881765329	7	[38510, 34550, 38160, 34640, 8870, 34287]	[10249300, 10287810, 10322360, 10360520, 10395160, 10404030, 10438317]	NOUN	B2
add	0.3900901647256911	3	[7563230, 65061]	[3383240, 10946470, 11011531]	VERB	B2
to	0.3929188230974904	568	[68550, 4110, 35720, 94580, 85140, 143845, 535880, 128728, 2435, 5465, 166101, 26686, 33826, 10717, 2777, 13289, 127833, 29118, 23525, 42770, 9520, 0, 33475, 12349, 24173, 0, 7998, 22600, 48683, 10787, 24384, 82356, 16070, 0, 32943, 12204, 0, 143008, 3005, 155440, 7800, 73182, 51358, 0, 189611, 5469, 13060, 21436, 54612, 2307, 38266, 67739, 2175, 61612, 3899, 2220, 6954, 33820, 1336, 53437, 35198, 9575, 3005, 29195, 19390, 40999, 4141, 84895, 7365, 8915, 24969, 33098, 0, 16405, 17683, 19199, 10745, 76315, 5690, 19895, 2468, 6560, 5367, 9741, 21597, 16773, 13409, 13937, 14585, 4631, 27546, 10284, 10952, 4460, 13988, 6800, 37407, 24688, 0, 0, 46885, 2007, 0, 12780, 2795, 650, 19480, 4820, 2574, 10916, 3426, 0, 18154, 15533, 6988, 26945, 52442, 22220, 70520, 57887, 18225, 34070, 64995, 39435, 1060, 26430, 27010, 16855, 0, 7030, 8990, 0, 11295, 7000, 8915, 51585, 8395, 0, 3995, 12985, 3435, 0, 2011, 25264, 13743, 10317, 25183, 2869, 101724, 27474, 725, 2237, 13298, 16976, 0, 76665, 15315, 7765, 2212, 25212, 36520, 30908, 5693, 5029, 7370, 37040, 48150, 50077, 2329, 5974, 90441, 3779, 6160, 4515, 1337, 7541, 38093, 74384, 41955, 71515, 0, 11277, 15091, 12374, 16756, 8166, 938, 27577, 0, 8501, 35973, 0, 5234, 12222, 8658, 6225, 14072, 9869, 0, 50803, 20236, 41419, 264199, 88580, 4920, 31165, 0, 68095, 0, 41226, 14434, 21940, 19270, 26270, 0, 73320, 14040, 7250, 110565, 86891, 6010, 11840, 39265, 39175, 86494, 229683, 279688, 79128, 20699, 31424, 36849, 27746, 3138, 28216, 0, 13185, 23811, 18164, 31836, 69619, 95781, 92189, 12049, 266637, 34467, 2897, 2333, 11566, 4748, 2888, 24410, 7817, 0, 19663, 60329, 34250, 0, 2440, 0, 11420, 31690, 4995, 5830, 6735, 10935, 96909, 24945, 12950, 4492, 1754, 13278, 18176, 4387, 42440, 6359, 17409, 3868, 51770, 0, 4794, 15915, 73820, 6258, 0, 42447, 6997, 7874, 124700, 10002, 76465, 33506, 3280, 0, 25335, 43790, 142672, 7150, 18537, 8085, 58164, 75212, 1714, 27045, 4770, 6325, 21571, 20181, 110057, 22467, 4198, 4905, 38415, 22400, 72703, 657, 7345, 2166, 4336, 0, 22908, 50602, 0, 55880, 146280, 106818, 14892, 8870, 11580, 224830, 8570, 17310, 103980, 15910, 0, 4320, 13880, 9076, 30741, 11413, 10880, 5620, 16095, 12947, 10938, 5670, 16990, 6446, 5233, 15243, 13757, 48551, 10914, 115438, 15052, 115175, 45490, 20671, 17390, 35010, 192679, 67065, 177329, 113955, 116990, 5712, 12941, 12737, 6796, 28996, 13493, 6804, 42507, 0, 39646, 42890, 0, 0, 83630, 115060, 0, 0, 0, 241030, 0, 165040, 50195, 13495, 117120, 0, 0, 36060, 0, 54759, 0, 34876, 0, 77635, 21160, 6140, 8100, 41380, 5980, 0, 52920, 88108, 3527, 32310, 32838, 0, 3365, 0, 5203, 46392, 3257, 61878, 24594, 22730, 13581, 13798, 22919, 6743, 19405, 5906, 13608, 61243, 44513, 0, 10541, 128216, 13045, 1345, 32324, 21510, 27664, 56099, 92115, 1504072, 15308, 18878, 17040, 246238, 207988, 8760, 3776, 175870, 1896, 0, 10770, 500866, 53830, 15020, 36950, 108930, 0, 0, 46976, 383374, 302068, 83768, 0, 50693, 4897, 149486, 47437, 0, 169571, 0, 53687, 111305, 240198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 699450, 140170, 158930, 474540, 0, 29580, 8810, 140411, 259302, 142660, 18455, 2075, 0, 162577, 223572, 0, 20448, 3912, 12600, 0, 15840, 8822, 4838, 15342, 5678, 103415, 165645, 0, 43116, 12094, 7586, 61584, 5552, 0, 42176, 0, 11843, 0, 17633, 42492, 4016, 30164, 148276, 34120, 67056, 78124, 399464, 110420, 70784, 2116, 83544, 59704, 10172, 38104, 7312, 16284, 22969, 20151, 4104, 106940, 7368, 2224, 157616, 66392, 19152, 36889, 52358, 39165, 17796, 50992, 7816, 56060, 59473, 119631, 719656, 0, 139144, 20424, 2608, 64872, 98628, 108992, 23592, 118708, 90988, 32220, 55024, 268180]	[88100, 156650, 160760, 196480, 291060, 376200, 520045, 1055925, 1184653, 1187088, 1192553, 1358654, 1385340, 1419166, 1429883, 1432660, 1445949, 1573782, 1602900, 1626425, 1669195, 1678715, 1678715, 1712190, 1724539, 1748712, 1748712, 1756710, 1779310, 1827993, 1838780, 1863164, 1945520, 1961590, 1961590, 1994533, 2006737, 2006737, 2149745, 2152750, 2308190, 2315990, 2389172, 2440530, 2440530, 2630141, 2635610, 2648670, 2670106, 2724718, 2727025, 2765291, 2833030, 2835205, 2896817, 2900716, 2902936, 2909890, 2943710, 2945046, 2998483, 3033681, 3043256, 3046261, 3075456, 3094846, 3135845, 3139986, 3224881, 3232246, 3241161, 3266130, 3299228, 3299228, 3315633, 3333316, 3352515, 3363260, 3439575, 3445265, 3465160, 3467628, 3474188, 3479555, 3489296, 3510893, 3527666, 3541075, 3555012, 3569597, 3574228, 3601774, 3612058, 3623010, 3627470, 3641458, 3648258, 3685665, 3710353, 3710353, 3710353, 3757238, 3759245, 3759245, 3772025, 3774820, 3775470, 3794950, 3799770, 3802344, 3813260, 3816686, 3816686, 3834840, 3850373, 3857361, 3884306, 3936748, 3958968, 4029488, 4087375, 4105600, 4139670, 4204665, 4244100, 4245160, 4271590, 4298600, 4315455, 4315455, 4322485, 4331475, 4331475, 4342770, 4349770, 4358685, 4410270, 4418665, 4418665, 4422660, 4435645, 4439080, 4439080, 4441091, 4466355, 4480098, 4490415, 4515598, 4518467, 4620191, 4647665, 4648390, 4650627, 4663925, 4680901, 4680901, 4757566, 4772881, 4780646, 4782858, 4808070, 4844590, 4875498, 4881191, 4886220, 4893590, 4930630, 4978780, 5028857, 5031186, 5037160, 5127601, 5131380, 5137540, 5142055, 5143392, 5150933, 5189026, 5263410, 5305365, 5376880, 5376880, 5388157, 5403248, 5415622, 5432378, 5440544, 5441482, 5469059, 5469059, 5477560, 5513533, 5513533, 5518767, 5530989, 5539647, 5545872, 5559944, 5569813, 5569813, 5620616, 5640852, 5682271, 5946470, 6035050, 6039970, 6071135, 6071135, 6139230, 6139230, 6180456, 6194890, 6216830, 6236100, 6262370, 6262370, 6335690, 6349730, 6356980, 6467545, 6554436, 6560446, 6572286, 6611551, 6650726, 6737220, 6966903, 7246591, 7325719, 7346418, 7377842, 7414691, 7442437, 7445575, 7473791, 7473791, 7486976, 7510787, 7528951, 7560787, 7630406, 7726187, 7818376, 7830425, 8097062, 8131529, 8134426, 8136759, 8148325, 8153073, 8155961, 8180371, 8188188, 8188188, 8207851, 8268180, 8302430, 8302430, 8304870, 8304870, 8316290, 8347980, 8352975, 8358805, 8365540, 8376475, 8473384, 8498329, 8511279, 8515771, 8517525, 8530803, 8548979, 8553366, 8595806, 8602165, 8619574, 8623442, 8675212, 8675212, 8680006, 8695921, 8769741, 8775999, 8775999, 8818446, 8825443, 8833317, 8958017, 8968019, 9044484, 9077990, 9081270, 9081270, 9106605, 9150395, 9293067, 9300217, 9318754, 9326839, 9385003, 9460215, 9461929, 9488974, 9493744, 9500069, 9521640, 9541821, 9651878, 9674345, 9678543, 9683448, 9721863, 9744263, 9816966, 9817623, 9824968, 9827134, 9831470, 9831470, 9854378, 9904980, 9904980, 9960860, 10107140, 10213958, 10228850, 10237720, 10249300, 10474130, 10482700, 10500010, 10603990, 10619900, 10619900, 10624220, 10638100, 10647176, 10677917, 10689330, 10700210, 10705830, 10721925, 10734872, 10745810, 10751480, 10768470, 10774916, 10780149, 10795392, 10809149, 10857700, 10868614, 10984052, 10999104, 11114279, 11159769, 11180440, 11197830, 11232840, 11425519, 11492584, 11669913, 11783868, 11900858, 11906570, 11919511, 11932248, 11939044, 11968040, 11981533, 11988337, 12030844, 12030844, 12070490, 12113380, 12113380, 12113380, 12197010, 12312070, 12312070, 12312070, 12312070, 12553100, 12553100, 12718140, 12768335, 12781830, 12898950, 12898950, 12898950, 12935010, 12935010, 12989769, 12989769, 13024645, 13024645, 13102280, 13123440, 13129580, 13137680, 13179060, 13185040, 13185040, 13237960, 13326068, 13329595, 13361905, 13394743, 13394743, 13398108, 13398108, 13403311, 13449703, 13452960, 13514838, 13539432, 13562162, 13575743, 13589541, 13612460, 13619203, 13638608, 13644514, 13658122, 13719365, 13763878, 13763878, 13774419, 13902635, 13915680, 13917025, 13949349, 13970859, 13998523, 14054622, 14146737, 15650809, 15666117, 15684995, 15702035, 15948273, 16156261, 16165021, 16168797, 16344667, 16346563, 16346563, 16357333, 16858199, 16912029, 16927049, 16963999, 17072929, 17072929, 17072929, 17119905, 17503279, 17805347, 17889115, 17889115, 17939808, 17944705, 18094191, 18141628, 18141628, 18311199, 18311199, 18364886, 18476191, 18716389, 18716389, 18716389, 18716389, 18716389, 18716389, 18716389, 18716389, 18716389, 18716389, 19415839, 19556009, 19714939, 20189479, 20189479, 20219059, 20227869, 20368280, 20627582, 20770242, 20788697, 20790772, 20790772, 20953349, 21176921, 21176921, 21197369, 21201281, 21213881, 21213881, 21229721, 21238543, 21243381, 21258723, 21264401, 21367816, 21533461, 21533461, 21576577, 21588671, 21596257, 21657841, 21663393, 21663393, 21705569, 21705569, 21717412, 21717412, 21735045, 21777537, 21781553, 21811717, 21959993, 21994113, 22061169, 22139293, 22538757, 22649177, 22719961, 22722077, 22805621, 22865325, 22875497, 22913601, 22920913, 22937197, 22960166, 22980317, 22984421, 23091361, 23098729, 23100953, 23258569, 23324961, 23344113, 23381002, 23433360, 23472525, 23490321, 23541313, 23549129, 23605189, 23664662, 23784293, 24503949, 24503949, 24643093, 24663517, 24666125, 24730997, 24829625, 24938617, 24962209, 25080917, 25171905, 25204125, 25259149, 25527329]	PART	B2
them	0.3686983890070345	42	[221230, 1141860, 68682, 20021, 546977, 168020, 127116, 598715, 22520, 7887, 16405, 10162, 167185, 36011, 143084, 138445, 8612, 183318, 273771, 23634, 127470, 438170, 733083, 1839357, 312466, 80024, 849581, 239958, 398790, 425509, 6265, 483442, 1711779, 0, 49201, 0, 1788861, 214712, 4082148, 230528, 4707570]	[376200, 597430, 1739290, 1807972, 1827993, 2374970, 2542990, 2670106, 3268821, 3291341, 3299228, 3315633, 3325795, 3492980, 3528991, 3672075, 3810520, 3819132, 4002450, 4276221, 4299855, 4427325, 4865495, 5598578, 7437935, 7750401, 7830425, 8680006, 8919964, 9318754, 9744263, 9750528, 10233970, 11945749, 11945749, 11994950, 11994950, 13783811, 13998523, 18080671, 18311199, 23018769]	PRON	B2
show	0.2991256495862719	13	[2006167, 2306403, 122505, 345001, 2212, 1493262, 1880604, 2365506, 685227, 661218, 11154622, 1551264]	[570, 2006737, 4313140, 4435645, 4780646, 4782858, 6276120, 8156724, 10522230, 11207457, 11868675, 23023297, 24574561]	VERB	B2
air	0.08263619909915637	5	[5878207, 598, 11854154, 2241099]	[1687530, 7565737, 7566335, 19420489, 21661588]	NOUN	B2
phone	0.08516741871098664	13	[2700, 2721980, 474435, 3366, 120725, 2145557, 3286787, 3910283, 7021268, 367940, 3585716, 389852]	[1478420, 1481120, 4203100, 4677535, 4680901, 4801626, 6947183, 10233970, 14144253, 21165521, 21533461, 25119177, 25509029]	NOUN	B2
noise	0.3734742970458684	4	[19710538, 3530205, 1920]	[1513810, 21224348, 24754553, 24756473]	PROPN	B2
hanging	0.39828774251799337	3	[52440, 9260909]	[10107140, 10159580, 19420489]	VERB	B2
best	0.41077272537372883	22	[2674, 276186, 534309, 0, 19480, 0, 7394, 4923806, 1511570, 1714603, 49337, 29184, 32595, 6247760, 3257778, 11443, 8251, 3826, 3760, 543036, 1082296]	[2962301, 2964975, 3241161, 3775470, 3775470, 3794950, 3794950, 3802344, 8726150, 10237720, 11952323, 12001660, 12030844, 12063439, 18311199, 21568977, 21580420, 21588671, 21592497, 21596257, 22139293, 23221589]	ADV	B2
em	0.5081339018460502	5	[0, 281226, 11235591, 2026664]	[12030844, 12030844, 12312070, 23547661, 25574325]	PRON	B2
for	0.30409018060963056	143	[158410, 143845, 181486, 344419, 514300, 260340, 7403, 95607, 222944, 447967, 139089, 4390, 74700, 117300, 5499, 1011, 12076, 3860, 27075, 185920, 43215, 9080, 10370, 103324, 59865, 4245, 252728, 213044, 244298, 96535, 965, 44595, 218660, 2291, 7669, 296566, 92614, 204576, 249959, 2710, 4590, 1530, 65496, 12194, 118780, 21390, 3181, 10043, 38634, 324752, 23140, 172396, 129294, 111365, 157711, 214189, 706510, 436485, 178156, 169997, 30752, 62965, 237076, 157839, 146275, 133644, 1614, 14488, 17379, 44535, 34185, 70470, 211208, 62847, 291303, 343867, 145830, 50550, 72938, 4432, 117360, 11750, 138340, 65110, 45542, 57834, 39714, 36194, 12042, 115488, 77440, 0, 628295, 57554, 31786, 38522, 84715, 14958, 183966, 629745, 191885, 54759, 34876, 275815, 249094, 50433, 110283, 53608, 10541, 401102, 2682678, 105800, 30150, 854892, 462158, 405190, 0, 704100, 0, 1067261, 632703, 126788, 4096, 125259, 132421, 140160, 162540, 104508, 34012, 224416, 1467364, 22645, 1013383, 117816, 2392, 3288, 735528, 11866, 12098, 37892, 0, 37928]	[217790, 376200, 520045, 701531, 1045950, 1560250, 1820590, 1827993, 1923600, 2146544, 2594511, 2733600, 2737990, 2812690, 2929990, 2935489, 2936500, 2948576, 2952436, 2979511, 3165431, 3208646, 3217726, 3228096, 3331420, 3391285, 3395530, 3648258, 3861302, 4105600, 4202135, 4203100, 4247695, 4466355, 4468646, 4476315, 4772881, 4865495, 5070071, 5320030, 5322740, 5327330, 5328860, 5394356, 5406550, 5525330, 5546720, 5549901, 5559944, 5598578, 5923330, 5946470, 6118866, 6248160, 6359525, 6517236, 6731425, 7437935, 7874420, 8052576, 8222573, 8253325, 8316290, 8553366, 8711205, 8857480, 8991124, 8992738, 9007226, 9024605, 9069140, 9103325, 9173795, 9385003, 9447850, 9739153, 10083020, 10228850, 10279400, 10352338, 10356770, 10474130, 10485880, 10624220, 10689330, 10734872, 10792706, 10832420, 10868614, 10880656, 10996144, 11073584, 11073584, 11701879, 11759433, 11791219, 11829741, 11914456, 11929414, 12113380, 12743125, 12935010, 12989769, 13024645, 13300460, 13549554, 13599987, 13710270, 13763878, 13774419, 14175521, 16858199, 16963999, 16994149, 17849041, 18311199, 18716389, 18716389, 19420489, 19420489, 20487750, 21120453, 21247241, 21251337, 21376596, 21509017, 21649177, 21811717, 21916225, 21950237, 22174653, 23642017, 23664662, 24678045, 24795861, 24798253, 24801541, 25537069, 25548935, 25561033, 25598925, 25598925, 25636853]	ADP	B2
